id,web_name,first_name,second_name,team,team_code,element_type,now_cost,cost_change_event,cost_change_start,status,chance_of_playing_next_round,chance_of_playing_this_round,news,news_added,selected_by_percent,transfers_in_event,transfers_out_event,form,points_per_game,total_points,event_points,minutes,starts,goals_scored,assists,clean_sheets,goals_conceded,bonus,bps,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,expected_goals_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,defensive_contribution,defensive_contribution_per_90,clearances_blocks_interceptions,recoveries,tackles,saves,saves_per_90,starts_per_90,penalties_order,corners_and_indirect_freekicks_order,direct_freekicks_order,ep_next,ep_this,dreamteam_count,value_form,value_season
84,Collins,Nathan,Collins,4,94,2,54,0,-1,i,0,0,Calf injury - Unknown return date,2026-09-05T18:00:06.182495Z,1.0,77,6864,1.0,3.3,10,0,196,3,0,0,1,1,0,39,0.51,0.05,0.56,2.13,0.23,0.02,0.25,0.98,17,7.81,15,11,2,0,0.0,1.38,,,,0.0,0.0,0,0.2,1.9
85,Van den Berg,Sepp,van den Berg,4,94,2,49,0,-1,i,0,0,Groin injury - Unknown return date,2026-08-15T15:30:06.416627Z,0.1,27,221,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0,0.0,0.0
86,Lewis-Potter,Keane,Lewis-Potter,4,94,3,55,0,0,a,,,,,1.7,2892,9437,3.0,4.4,22,3,406,5,1,1,2,4,3,85,1.21,0.79,2.00,5.69,0.27,0.18,0.45,1.26,38,8.42,17,15,6,0,0.0,1.11,,,1,3.0,3.0,0,0.5,4.0
87,Ajer,Kristoffer,Ajer,4,94,2,45,0,0,a,,,,,3.9,8543,16332,3.2,4.2,21,7,450,5,0,0,2,4,1,73,0.13,0.08,0.21,6.32,0.03,0.02,0.05,1.26,50,10.0,46,11,4,0,0.0,1.0,,,,3.2,3.2,0,0.7,4.7
88,Kayode,Michael,Kayode,4,94,2,46,0,1,a,,,,,7.7,10303,15139,2.5,4.6,23,6,294,4,1,0,2,1,1,72,0.55,0.43,0.98,3.24,0.17,0.13,0.3,0.99,16,4.9,14,14,2,0,0.0,1.22,,,,2.5,2.5,1,0.5,5.0
89,Henry,Rico,Henry,4,94,2,44,0,-1,a,,,,,0.2,119,423,0.2,1.0,1,0,2,0,0,0,0,0,0,3,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,,,,0.2,0.2,0,0.0,0.2
90,Hickey,Aaron,Hickey,4,94,2,45,0,0,a,,,,,0.1,128,175,1.0,1.0,5,1,152,1,0,0,0,3,0,17,0.03,0.06,0.09,3.07,0.02,0.04,0.06,1.82,17,10.07,13,8,4,0,0.0,0.59,,,,1.0,1.0,0,0.2,1.1
91,Pinnock,Ethan,Pinnock,7,9,2,45,0,0,a,,,,,0.1,266,162,3.5,3.5,14,8,282,3,0,0,1,7,0,15,0.12,0.00,0.12,6.57,0.04,0.0,0.04,2.1,44,14.04,41,4,3,0,0.0,0.96,,,,3.5,3.5,0,0.8,3.1
92,Ji-soo,Kim,Ji-soo,4,94,2,44,-1,-1,a,,,,,0.0,46,72,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0,0.0,0.0
93,Schuster,Jannik,Schuster,4,94,2,45,0,0,a,,,,,0.3,12283,1300,5.2,7.0,21,14,253,2,0,1,1,3,3,59,0.10,0.54,0.64,4.19,0.04,0.19,0.23,1.49,38,13.52,35,6,3,0,0.0,0.71,,,,5.2,5.2,1,1.2,4.7
94,Schade,Kevin,Schade,4,94,3,62,1,2,a,,,,,10.5,302277,14421,9.0,7.8,39,9,447,5,3,2,2,4,6,138,1.52,0.32,1.84,6.32,0.31,0.06,0.37,1.27,34,6.85,6,21,7,0,0.0,1.01,2,,,9.0,9.0,1,1.5,6.3
95,O.Dango,Dango,Ouattara,4,94,3,63,0,-2,a,,,,,0.5,571,2775,1.0,1.4,7,1,179,2,0,0,1,1,0,34,0.09,0.39,0.48,2.81,0.05,0.2,0.25,1.41,28,14.08,9,17,2,0,0.0,1.01,,4,,1.0,1.0,0,0.2,1.1
96,Damsgaard,Mikkel,Damsgaard,4,94,3,54,0,-1,a,,,,,0.4,1080,1561,3.8,3.2,16,3,283,3,0,1,2,1,3,74,0.17,0.73,0.90,3.06,0.05,0.23,0.28,0.97,31,9.86,6,18,7,0,0.0,0.95,,2,3,3.8,3.8,0,0.7,3.0
97,Jensen,Mathias,Jensen,4,94,3,54,0,-1,i,0,0,Unspecified injury - Expected back 10 Oct,2026-08-30T12:30:08.176795Z,0.1,12,451,0.0,6.0,6,0,66,1,0,1,1,0,0,22,0.08,0.34,0.42,0.47,0.11,0.46,0.57,0.64,5,6.82,0,3,2,0,0.0,1.36,3,1,2,0.0,0.0,0,0.0,1.1
98,Janelt,Vitaly,Janelt,4,94,3,50,0,0,a,,,,,2.5,14950,13527,4.8,5.6,28,3,450,5,2,0,2,4,3,109,0.53,0.44,0.97,6.32,0.11,0.09,0.2,1.26,64,12.8,27,20,17,0,0.0,1.0,,3,,4.8,4.8,1,1.0,5.6
99,Milambo,Antoni,Milambo,4,94,3,50,0,0,i,0,0,Knee injury - Unknown return date,2026-07-23T12:01:23.384798Z,0.0,6,6,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0,0.0,0.0
100,Carvalho,Fábio,Freitas Gouveia Carvalho,4,94,3,50,0,0,a,100,100,,2026-08-18T13:58:17.442072Z,0.0,477,126,1.5,6.0,6,6,3,0,1,0,0,0,0,23,0.43,0.00,0.43,0.13,12.9,0.0,12.9,3.9,0,0.0,0,0,0,0,0.0,0.0,,,,1.5,1.5,0,0.3,1.2
101,Henderson,Jordan,Henderson,6,8,3,49,0,-1,a,100,50,,2026-08-09T09:30:07.136250Z,0.0,362,100,0.4,2.0,2,2,90,1,0,0,0,3,0,16,0.00,0.08,0.08,2.65,0.0,0.08,0.08,2.65,10,10.0,2,7,1,0,0.0,1.0,,,,0.4,0.2,0,0.1,0.4
102,Yarmoliuk,Yehor,Yarmoliuk,4,94,3,48,0,-2,a,,,,,0.7,941,2366,2.0,1.8,9,3,216,2,0,1,1,4,0,50,0.10,0.30,0.40,4.58,0.04,0.12,0.16,1.91,26,10.83,7,14,5,0,0.0,0.83,,,,2.0,2.0,0,0.4,1.9
103,Dasilva,Josh,Dasilva,4,94,3,49,0,-1,i,0,0,Hamstring injury - Expected back 10 Oct,2026-09-04T13:30:08.371955Z,0.0,7,73,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0,0.0,0.0
104,Onyeka,Frank,Onyeka,7,9,3,49,0,-1,a,100,100,,2026-09-15T09:00:07.851220Z,0.1,125,324,1.8,2.2,9,3,314,4,0,0,1,7,0,34,0.03,0.02,0.05,6.31,0.01,0.01,0.02,1.81,28,8.03,9,14,5,0,0.0,1.15,,,,1.8,1.8,0,0.4,1.8
105,Anthony,Jaidon,Anthony,4,94,3,59,0,-1,a,,,,,0.1,1720,424,3.5,3.0,15,10,267,3,1,0,2,3,2,59,1.15,0.54,1.69,3.50,0.39,0.18,0.57,1.18,26,8.76,6,16,4,0,0.0,1.01,,,,3.5,3.5,0,0.6,2.5
106,Thiago,Igor Thiago,Nascimento Rodrigues,4,94,4,78,0,-2,a,,,,,9.0,40464,26845,2.5,2.0,10,5,442,5,1,0,2,4,0,37,3.13,0.16,3.29,6.25,0.64,0.03,0.67,1.27,19,3.87,4,12,3,0,0.0,1.02,1,,,2.5,2.5,0,0.3,1.3
107,Furo,Kaye,Furo,4,94,4,45,0,0,i,0,0,Unspecified injury - Unknown return date,2026-09-14T14:00:09.985723Z,0.9,446,7283,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0,0.0,0.0
108,Wilson,Callum,Wilson,4,94,4,54,-1,-1,a,,,,,0.3,817,1895,0.5,1.0,3,0,13,0,0,0,0,0,0,9,0.07,0.04,0.11,0.15,0.48,0.28,0.76,1.04,2,13.85,1,1,0,0,0.0,0.0,,,,0.5,0.5,0,0.1,0.6
109,Verbruggen,Bart,Verbruggen,5,36,1,45,0,0,a,,,,,21.7,51009,50433,4.6,4.6,23,6,450,5,0,0,3,5,0,107,0.00,0.20,0.20,8.67,0.0,0.04,0.04,1.73,0,0.0,3,34,0,12,2.4,1.0,,,,4.6,4.6,0,1.0,5.1
110,Rushworth,Carl,Rushworth,7,9,1,45,0,0,a,,,,,0.8,1789,4308,3.8,3.2,16,11,450,5,0,1,1,10,2,56,0.00,0.02,0.02,8.63,0.0,0.0,0.0,1.73,0,0.0,4,50,0,9,1.8,1.0,,,,3.8,3.8,1,0.8,3.6
111,Steele,Jason,Steele,5,36,1,40,0,0,a,,,,,4.1,5412,10886,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0,0.0,0.0
112,Van Hecke,Jan Paul,van Hecke,19,6,2,49,0,-1,a,,,,,6.6,11154,19246,5.8,4.8,24,6,450,5,1,0,2,8,2,85,0.69,0.42,1.11,7.78,0.14,0.08,0.22,1.56,43,8.6,33,17,10,0,0.0,1.0,,,,5.8,5.8,0,1.2,4.9
113,F.Kadıoğlu,Ferdi,Kadıoğlu,5,36,2,44,0,-1,a,100,100,,2026-08-23T13:00:07.595211Z,1.6,2941,5130,2.6,3.2,13,5,332,4,0,0,2,5,0,46,0.12,0.13,0.25,7.55,0.03,0.04,0.07,2.05,10,2.71,9,8,1,0,0.0,1.08,,3,,2.6,2.6,0,0.6,3.0
114,Boscagli,Olivier,Boscagli,5,36,2,45,0,0,a,,,,,0.3,1436,530,3.8,3.8,19,6,437,5,0,0,3,5,0,93,0.07,0.53,0.60,8.45,0.01,0.11,0.12,1.74,29,5.97,25,17,4,0,0.0,1.03,,,,3.8,3.8,0,0.8,4.2
115,De Cuyper,Maxim,De Cuyper,5,36,2,49,0,4,a,,,,,27.1,218757,12914,7.6,7.6,38,6,423,5,1,3,3,5,5,132,1.55,0.67,2.22,8.58,0.33,0.14,0.47,1.83,16,3.4,8,18,8,0,0.0,1.06,,2,4,7.6,7.6,2,1.6,7.8
116,Dunk,Lewis,Dunk,5,36,2,45,0,0,d,75,,Neck injury - 75% chance of playing,2026-09-22T09:30:09.629652Z,1.5,7141,5295,4.4,5.5,22,0,360,4,1,0,2,5,1,79,0.03,0.09,0.12,7.04,0.01,0.02,0.03,1.76,23,5.75,20,13,3,0,0.0,1.0,,,3,3.3,4.4,1,1.0,4.9
117,Coppola,Diego,Coppola,5,36,2,45,0,0,a,,,,,0.0,74,67,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0,0.0,0.0
118,Igor,Igor Julio,dos Santos de Paulo,5,36,2,45,0,0,u,0,0,Has joined Burnley permanently,2026-09-02T15:38:15.529699Z,0.0,0,213,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0,0.0,0.0
119,Costinha,João Pedro,Loureiro da Costa,5,36,2,45,0,0,a,,,,,0.0,102,98,0.8,0.8,4,1,68,0,0,0,0,0,0,18,0.12,0.30,0.42,1.02,0.16,0.4,0.56,1.35,7,9.26,6,1,1,0,0.0,0.0,,,,0.8,0.8,0,0.2,0.9
120,Svoboda,Michael,Svoboda,5,36,2,50,0,0,a,,,,,0.1,965,328,0.2,1.0,1,1,4,0,0,0,0,0,0,5,0.00,0.00,0.00,0.14,0.0,0.0,0.0,3.15,1,22.5,0,1,1,0,0.0,0.0,,,,0.2,0.2,0,0.0,0.2
121,Mitoma,Mitoma,Kaoru,5,36,3,59,0,-1,i,0,0,Hamstring injury - Expected back 10 Oct,2026-07-24T18:30:10.661894Z,0.0,75,122,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0,0.0,0.0
122,Minteh,Yankuba,Minteh,5,36,3,58,-1,-2,i,0,0,Leg injury - Expected back 28 Nov,2026-08-14T18:00:06.418033Z,0.0,28,143,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,5,,0.0,0.0,0,0.0,0.0
123,Hinshelwood,Jack,Hinshelwood,5,36,3,59,0,-1,i,0,0,Ankle injury - Expected back 10 Oct,2026-08-27T19:30:07.780933Z,0.6,156,5073,3.2,16.0,16,0,63,1,2,0,1,0,3,54,1.41,0.02,1.43,0.19,2.01,0.03,2.04,0.27,3,4.29,0,1,2,0,0.0,1.43,,,,0.0,0.0,1,0.5,2.7
124,Groß,Pascal,Groß,5,36,3,58,1,3,a,,,,,27.3,639533,7390,9.4,9.4,47,14,450,5,3,4,3,5,9,166,1.77,0.86,2.63,8.67,0.35,0.17,0.52,1.73,26,5.2,9,10,7,0,0.0,1.0,1,1,1,9.4,9.4,3,1.6,8.1
125,Georginio,Georginio,Rutter,5,36,4,53,-1,-2,a,100,100,,2026-08-26T16:00:07.608056Z,0.5,1861,2968,1.2,3.0,6,1,104,1,0,1,1,0,0,24,0.17,0.45,0.62,1.03,0.15,0.39,0.54,0.89,9,7.79,1,6,2,0,0.0,0.87,,,,1.2,1.2,0,0.2,1.1
126,O'Riley,Matt,O'Riley,5,36,3,54,0,-1,a,,,,,0.1,274,393,0.4,1.0,2,1,10,0,0,0,0,0,0,6,0.28,0.01,0.29,0.18,2.52,0.09,2.61,1.62,3,27.0,2,1,0,0,0.0,0.0,3,,,0.4,0.4,0,0.1,0.4
127,Gomez,Diego,Gómez Amarilla,5,36,3,50,0,0,a,,,,,4.0,9016,30925,4.8,4.8,24,8,433,5,0,3,3,5,0,80,0.79,0.78,1.57,8.49,0.16,0.16,0.32,1.76,36,7.48,7,16,13,0,0.0,1.04,,,5,4.8,4.8,0,1.0,4.8
128,Buonanotte,Facundo,Buonanotte,5,36,3,50,0,0,u,0,0,Has joined Elche on loan for the rest of the season,2026-08-10T14:03:07.561436Z,0.0,0,3,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0,0.0,0.0
129,Ayari,Yasin,Ayari,5,36,3,54,0,-1,a,100,100,,2026-08-30T18:00:07.935334Z,0.4,1625,1506,3.0,3.8,15,3,333,4,1,0,3,1,0,71,0.70,0.18,0.88,5.64,0.19,0.05,0.24,1.52,21,5.68,4,15,2,0,0.0,1.08,,4,2,3.0,3.0,0,0.6,2.8
130,Wieffer,Mats,Wieffer,5,36,2,49,0,-1,i,0,0,Knee injury - Unknown return date,2026-09-04T09:30:08.612904Z,0.2,23,1448,1.4,3.5,7,0,156,2,0,0,1,4,1,38,0.12,0.13,0.25,3.18,0.07,0.08,0.15,1.83,15,8.65,11,9,4,0,0.0,1.15,,,,0.0,0.0,0,0.3,1.4
131,Baleba,Carlos,Baleba,16,1,3,49,0,-1,a,100,50,,2026-08-06T16:00:10.997714Z,0.1,758,538,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0,0.0,0.0
132,Howell,Harry,Howell,5,36,3,45,0,0,u,0,0,Has joined Leicester City on loan for the rest of the season,2026-08-17T13:53:19.019938Z,0.0,0,151,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0,0.0,0.0
133,Watson,Tom,Watson,5,36,3,50,0,0,u,0,0,Has joined Leicester City on loan for the rest of the season,2026-08-03T14:05:44.459483Z,0.0,0,3,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0,0.0,0.0
134,Oriola,Nehemiah,Oriola,5,36,3,45,0,0,a,,,,,0.2,246,1031,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0,0.0,0.0
135,Yohanna,Zadok,Yohanna,5,36,3,49,0,-1,i,0,0,Unspecified injury - Expected back 10 Oct,2026-09-10T13:00:08.617941Z,0.0,6,287,0.2,1.0,1,0,12,0,0,0,0,0,0,3,0.00,0.03,0.03,0.00,0.0,0.22,0.22,0.0,0,0.0,0,0,0,0,0.0,0.0,,,,0.0,0.0,0,0.0,0.2
136,Welbeck,Danny,Welbeck,6,8,4,59,0,-1,a,100,100,,2026-08-20T14:00:07.949090Z,1.0,5348,6963,0.8,1.3,4,2,85,1,0,0,0,1,0,15,0.00,0.14,0.14,1.99,0.0,0.15,0.15,2.11,5,5.29,2,2,1,0,0.0,1.06,,,,0.8,0.8,0,0.1,0.7
137,Tzimas,Stefanos,Tzimas,5,36,4,54,0,-1,i,0,0,Knee injury - Unknown return date,2026-07-23T12:01:23.432796Z,0.0,23,35,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0,0.0,0.0
138,Kostoulas,Charalampos,Kostoulas,5,36,4,56,1,1,a,,,,,3.4,239896,9295,5.6,5.6,28,10,353,4,2,3,2,5,3,105,1.35,0.06,1.41,7.67,0.34,0.02,0.36,1.96,27,6.88,5,18,4,0,0.0,1.02,,,,5.6,5.6,1,1.0,5.0
139,Ferguson,Evan,Ferguson,5,36,4,50,0,0,i,0,0,Ankle injury - Expected back 10 Oct,2026-07-23T12:01:23.448357Z,0.0,88,191,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0,0.0,0.0
140,Sánchez,Robert,Lynch Sánchez,6,8,1,49,0,-1,u,0,0,Has joined Como on loan for the rest of the season,2026-09-02T16:20:41.841936Z,0.7,0,3220,0.4,2.0,2,0,90,1,0,0,0,2,0,6,0.00,0.01,0.01,1.33,0.0,0.01,0.01,1.33,0,0.0,1,5,0,4,4.0,1.0,,,,0.0,0.0,0,0.1,0.4
141,Jörgensen,Filip,Jörgensen,6,8,1,50,0,0,u,0,0,Has joined RC Strasbourg on loan for the rest of the season,2026-08-12T14:07:02.607115Z,0.0,0,22,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0,0.0,0.0
142,James,Reece,James,6,8,2,54,0,-1,d,75,75,Hamstring injury - 75% chance of playing,2026-09-18T10:30:09.719371Z,6.0,440,60974,0.6,0.8,3,0,292,3,0,0,0,7,0,24,0.33,0.26,0.59,4.90,0.1,0.08,0.18,1.51,13,4.01,11,15,2,0,0.0,0.92,,1,1,0.4,0.4,0,0.1,0.6
143,Chalobah,Trevoh,Chalobah,6,8,2,55,0,0,u,0,0,Has joined Como permanently,2026-08-10T14:03:50.769483Z,0.1,0,208,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0,0.0,0.0
144,Gusto,Malo,Gusto,6,8,2,49,-1,-1,a,,,,,1.0,1310,5576,0.8,1.0,4,0,272,3,0,0,0,7,0,12,0.08,0.12,0.20,3.50,0.03,0.04,0.07,1.16,15,4.96,11,13,4,0,0.0,0.99,,,,0.8,0.8,0,0.2,0.8
145,Fofana,Wesley,Fofana,6,8,2,50,0,0,a,100,100,,2026-07-23T12:01:23.464591Z,0.2,1652,877,1.6,2.0,8,4,312,4,0,0,0,7,0,35,0.00,0.08,0.08,5.65,0.0,0.02,0.02,1.63,47,13.56,40,11,7,0,0.0,1.15,,,,1.6,1.6,0,0.3,1.6
146,B.Badiashile,Benoît,Badiashile Mukinayi,6,8,2,45,0,0,u,0,0,Has joined Napoli on loan for the rest of the season,2026-08-25T14:03:47.079414Z,0.0,0,34,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0,0.0,0.0
147,Tosin,Tosin,Adarabioyo,19,6,2,44,0,-1,a,,,,,0.1,76,404,0.2,1.0,1,0,5,0,0,0,0,0,0,5,0.00,0.00,0.00,0.03,0.0,0.0,0.0,0.54,4,72.0,2,1,2,0,0.0,0.0,,,,0.2,0.2,0,0.0,0.2
148,Hato,Jorrel,Hato,6,8,2,45,0,0,a,,,,,0.8,561,5958,1.6,2.0,8,0,258,4,0,2,0,9,0,14,0.01,0.21,0.22,4.81,0.0,0.07,0.07,1.68,18,6.28,11,9,7,0,0.0,1.4,,,,1.6,1.6,0,0.4,1.8
149,Colwill,Levi,Samuels Colwill,6,8,2,48,-1,-2,a,,,,,0.9,753,4114,0.6,0.8,3,1,341,4,0,0,0,9,0,17,0.01,0.05,0.06,6.67,0.0,0.01,0.01,1.76,26,6.86,23,15,3,0,0.0,1.06,,,,0.6,0.6,0,0.1,0.6
150,M.Sarr,Mamadou,Sarr,6,8,2,45,0,0,u,0,0,Has joined Real Sociedad on loan for the rest of the season,2026-08-29T00:34:23.077418Z,0.0,0,118,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0,0.0,0.0
151,Acheampong,Josh,Acheampong,6,8,2,45,0,0,a,,,,,0.3,293,1437,1.0,1.2,5,0,221,2,0,0,0,7,0,5,0.00,0.03,0.03,4.72,0.0,0.01,0.01,1.92,20,8.14,13,7,7,0,0.0,0.81,,,,1.0,1.0,0,0.2,1.1
152,Palestra,Marco,Palestra,6,8,2,53,0,-2,d,50,50,Thigh injury - 50% chance of playing,2026-08-24T18:30:07.421239Z,0.6,139,2855,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0,0.0,0.0
153,Disasi,Axel,Disasi,8,31,2,45,0,0,s,0,0,Suspended until 25 Oct,2026-09-12T15:30:09.445078Z,0.1,18,575,0.2,0.3,1,0,139,2,0,0,0,6,0,-6,0.00,0.04,0.04,3.72,0.0,0.03,0.03,2.41,20,12.95,15,11,5,0,0.0,1.29,,,,0.0,0.0,0,0.0,0.2
154,Palmer,Cole,Palmer,6,8,3,97,0,2,d,75,100,Muscular injury - 75% chance of playing,2026-09-21T13:00:09.022726Z,26.3,38195,101912,5.6,5.6,28,2,442,5,2,2,0,12,3,148,1.31,0.79,2.10,8.73,0.27,0.16,0.43,1.78,29,5.9,3,19,7,0,0.0,1.02,1,,2,4.2,5.6,1,0.6,2.9
155,Enzo,Enzo,Fernández,15,43,3,69,0,-1,a,,,,,3.6,21671,9692,2.6,3.2,13,7,271,3,1,0,2,3,0,73,0.35,0.53,0.88,5.35,0.12,0.18,0.3,1.78,21,6.97,6,12,3,0,0.0,1.0,,,,2.6,2.6,0,0.4,1.9
156,Neto,Pedro,Lomba Neto,6,8,3,65,0,0,a,,,,,1.4,3215,7453,2.8,2.8,14,2,332,4,1,0,0,8,0,81,0.68,0.58,1.26,6.64,0.18,0.16,0.34,1.8,28,7.59,8,14,6,0,0.0,1.08,,2,3,2.8,2.8,0,0.4,2.2
157,Estêvão,Estêvão,Almeida de Oliveira Gonçalves,6,8,3,63,0,-2,a,,,,,0.7,1096,3233,0.8,1.0,4,1,23,0,0,0,0,1,0,17,0.07,0.07,0.14,1.01,0.27,0.27,0.54,3.95,2,7.83,0,1,1,0,0.0,0.0,2,4,,0.8,0.8,0,0.1,0.6
158,Gittens,Jamie,Bynoe-Gittens,6,8,3,58,-1,-2,a,,,,,0.0,110,161,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0,0.0,0.0
159,Caicedo,Moisés,Caicedo Corozo,6,8,3,53,0,-2,d,50,50,Calf injury - 50% chance of playing,2026-08-30T16:00:08.393562Z,1.1,284,6620,0.2,1.0,1,0,13,0,0,0,0,0,0,3,0.00,0.00,0.00,0.07,0.0,0.0,0.0,0.48,0,0.0,0,0,0,0,0.0,0.0,,,,0.1,0.1,0,0.0,0.2
160,Garnacho,Alejandro,Garnacho Ferreyra,2,7,3,58,0,-2,a,,,,,0.3,359,2072,0.6,1.0,3,0,31,0,0,0,0,0,0,9,0.00,0.00,0.00,0.49,0.0,0.0,0.0,1.42,2,5.81,0,2,0,0,0.0,0.0,,,,0.6,0.6,0,0.1,0.5
161,Lavia,Roméo,Lavia,6,8,3,50,0,0,a,,,,,0.2,287,1959,2.2,2.8,11,0,258,4,1,0,0,8,0,61,0.75,0.11,0.86,5.06,0.26,0.04,0.3,1.77,31,10.81,10,15,6,0,0.0,1.4,,,,2.2,2.2,0,0.4,2.2
162,Andrey Santos,Andrey,Nascimento dos Santos,16,1,3,48,0,-2,a,,,,,0.6,751,3725,0.5,1.3,4,0,82,1,0,0,0,4,0,23,0.00,0.24,0.24,2.03,0.0,0.26,0.26,2.23,18,19.76,7,7,4,0,0.0,1.1,,,,0.5,0.5,0,0.1,0.8
163,D.Essugo,Dário,Luís Essugo,6,8,3,45,0,0,u,0,0,Has joined RC Strasbourg on loan for the rest of the season,2026-09-02T16:20:41.865225Z,0.1,0,527,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0,0.0,0.0
164,Quenda,Geovany,Quenda,6,8,3,53,0,-2,a,100,100,,2026-07-24T20:30:10.609931Z,0.0,45,121,0.4,1.0,2,1,27,0,0,0,0,2,0,5,0.03,0.01,0.04,1.29,0.1,0.03,0.13,4.3,1,3.33,1,0,0,0,0.0,0.0,,,,0.4,0.4,0,0.1,0.4
165,João Pedro,João Pedro,Junqueira de Jesus,6,8,4,77,-1,2,d,75,75,Knee injury - 75% chance of playing,2026-09-16T19:00:09.919929Z,66.0,38808,307802,6.6,8.2,33,0,360,4,3,3,0,9,7,141,2.17,0.19,2.36,6.17,0.54,0.05,0.59,1.54,9,2.25,3,5,1,0,0.0,1.0,,,,4.9,4.9,2,0.9,4.3
166,N.Jackson,Nicolas,Jackson,2,7,4,65,0,0,a,,,,,1.4,25383,5316,2.0,2.5,10,6,286,4,1,0,1,2,1,52,0.68,0.60,1.28,2.75,0.21,0.19,0.4,0.87,9,2.83,1,8,0,0,0.0,1.26,2,,,2.0,2.0,0,0.3,1.5
167,Delap,Liam,Delap,18,17,4,56,1,1,a,,,,,2.8,22227,21883,1.8,2.2,9,1,277,3,1,0,1,3,0,49,0.89,0.35,1.24,2.62,0.29,0.11,0.4,0.85,17,5.52,5,10,2,0,0.0,0.97,3,,,1.8,1.8,0,0.3,1.6
